mean,p_10,p_90,std,sobol_first_eta0,sobol_first_kappa0,sobol_first_eta_nuc,sobol_first_kappa_nuc,sobol_first_mylambda,sobol_first_k12,sobol_total_eta0,sobol_total_kappa0,sobol_total_eta_nuc,sobol_total_kappa_nuc,sobol_total_mylambda,sobol_total_k12
118476.58573038298,83796.0742964092,138944.6348349735,23421.70147355996,0.0013150486609597738,0.16290694147134194,0.0008920420676820756,0.2229783231065926,0.003246758429038389,0.17512568736862177,0.09229764540453733,0.4003383271814704,0.11025690612261374,0.43982057208976094,0.12199199609658228,0.4456854177115931
202855.85796812928,157601.1913655625,230310.50847392314,30307.452327041614,0.0003959405021436363,0.14303090173930025,0.0006735462278432609,0.31030005653367276,0.004832982717226295,0.16908196712801035,0.07876236763049375,0.3562778420136241,0.10269903392924887,0.48506218819735203,0.08812862974366997,0.40090310723908335
344799.5735614583,282550.30224349676,382846.7321038352,42184.8387625525,0.0008275511564178275,0.1527628136022395,0.002032862091211751,0.3486142100179098,0.005400819801786316,0.18540746484693854,0.07075232086725362,0.31827514371188226,0.09669782371495292,0.495502391744455,0.0685440698294959,0.37374816342575823
513621.0133491334,435060.6090029316,563626.8283997152,53337.43802918328,0.0009112040057875868,0.14188465198914613,0.001266013995161929,0.3666248061649923,0.006486426852648806,0.1677963923761913,0.06961104649567072,0.3158253403014477,0.0936022087467251,0.5140870109818644,0.07441896643750738,0.36488623935350245
716090.6861928211,618855.3793729749,777188.8260680635,67423.67265258417,0.0011142738878404828,0.1411463164321733,0.0019763106153321986,0.3673299041570248,0.00983713789026058,0.16644863877927882,0.08292562998803442,0.29848056822933644,0.10718330449673871,0.5084839470805566,0.08407910492065225,0.3557844340789699
931027.9601154701,813401.9835405103,1005306.9180473567,80624.72014902924,0.001551003680207327,0.12212816862095432,0.001361344692799359,0.3679466842389789,0.010775903867910767,0.14974730332049946,0.08958761060004215,0.30150559815473743,0.11063120269476773,0.5236845244615467,0.09085191014709006,0.3633166971985975
1196357.5960513644,1056949.3306916747,1283833.2122922223,94300.72608428755,0.002560493852193046,0.12066000524084271,0.0011097955997707038,0.3590893397435694,0.009924562583335116,0.15913531548012103,0.08989353754688147,0.30255989808772066,0.10689646690610645,0.5154429066605961,0.09076134162419743,0.37527027414941694
1458901.6566398,1295699.6804728666,1565546.171750167,110428.43249018569,0.002376811339741475,0.1081320137754254,0.0013145111939152961,0.35131659045330305,0.010349692335871437,0.14527519264621103,0.08923774421851999,0.31045396914170637,0.10643926390923673,0.5257735579645763,0.10622140830667891,0.3910782008301384
1741112.8960259191,1577241.246432542,1853431.2034519366,112729.79073018776,0.0016253428845832958,0.07925717333255669,0.0024734687098398947,0.4046714537306903,0.009123290711794569,0.13613738311291348,0.08460894712639014,0.2744743226029052,0.10208031799831385,0.574903777650036,0.09809970883583728,0.37028971451996673
2093523.9883029792,1905524.912486609,2221119.192878561,130144.15798476136,0.0020857743932604436,0.08166170252823284,0.0028133115517212713,0.4291329363776943,0.01333993914185443,0.14146529615786707,0.08987912965126313,0.24466652105382308,0.10474682221244104,0.5786436596738237,0.09478776859515077,0.3456045542637842
2402088.4239129117,2218698.4805273605,2535004.2537114657,128874.13041765749,0.0037062526987158965,0.05356692299006172,0.0036335133886228822,0.4426356363368038,0.012006528976464058,0.12013187393455366,0.09422791847539719,0.24130526543148198,0.10752812076711149,0.6119710010245234,0.10768735752434841,0.34742705938651147
2786439.346144958,2574855.5099354307,2940810.4284471343,149464.31284505932,0.002269579056651681,0.0553447390235348,0.005380471128163996,0.4928841218873547,0.014593108863200208,0.10681969369468457,0.09371828585635934,0.21514817880559606,0.1106269533764711,0.6423765491696566,0.0945382531533568,0.30171222790736635
3152467.415634631,2952947.9710139157,3316500.1308232853,146127.48336196932,0.002603914997154397,0.025670208004672714,0.008682703037743671,0.5379062499336966,0.014679133324500463,0.09232419398389125,0.10430126491862517,0.18676268785736475,0.11197769679975,0.6876181506478429,0.09803411311941167,0.27582517824829705
3581777.898909952,3327927.372858815,3789502.9195187176,188553.92681029876,0.0013585597305281257,0.026380416125111487,0.009093987157749098,0.5115622078696527,0.017670595578974043,0.08544351951567139,0.11924088652501533,0.1976047927349267,0.12554750623344957,0.6743569946371606,0.11719078885708673,0.28003294575361193
3901532.620028543,3637896.631134725,4135190.142484028,202131.8401057873,0.0024660816070278414,0.017019520949000798,0.009112657006010346,0.4974050169415575,0.016557766174091423,0.0711088625122532,0.1232475776104694,0.22456299079920183,0.1266823551221356,0.6878549552591282,0.11410802579217857,0.28931695944642843
4423529.083147603,4096018.301964616,4704123.529059598,248804.91890796422,0.0021933190532970664,0.021881098516795774,0.010627116076423714,0.4962238151314845,0.0221338432385961,0.06839754241389452,0.12038475889445453,0.2196734882961752,0.13362146524583357,0.6669593197335433,0.13024157822015717,0.277462756731361
4836760.447357585,4471091.306405675,5161333.141313411,280412.46767891455,0.0030323832181011596,0.01868886813662314,0.01118805834597727,0.491044114970242,0.02247376278584084,0.05643328522543253,0.1264552891277676,0.231428968183691,0.13498426443791267,0.671697208787462,0.13406758147577463,0.27678504629973827
5258681.769468283,4862913.43837139,5632049.211154845,315626.9291186755,0.003828229324438181,0.01776399721216779,0.012571152047014174,0.4989627089425507,0.02083199722743399,0.05385338942212935,0.13194614707885005,0.23452802005033255,0.1384759981025655,0.6865768086595122,0.1334080277931992,0.2611495729804093
5737496.728296789,5286087.313481938,6166415.224172946,365265.69182984787,0.006237232504944929,0.019278443809404393,0.011610985318657096,0.48992629325241827,0.02714559892991539,0.0411213630887983,0.14036815396877358,0.23226190147351944,0.138269267886911,0.6850817259509759,0.15076226954763225,0.2521742163734283
6178607.136963609,5720321.742740877,6643038.539196126,393546.15827753046,0.013939201493066369,0.04529712719985015,0.010208384708930375,0.48784497949503236,0.02996336439260128,0.020631705507438546,0.15054507660740016,0.24166836332919317,0.12782386544088783,0.6930267729465679,0.16614067384631534,0.20304836968704534
6507591.472148828,6016729.865012042,7016172.087831482,443210.97097150073,0.02972580571202074,0.09767833541750746,0.010324956748498584,0.41685677280677286,0.030358038790211806,0.013006221546505116,0.1839289289612114,0.28579569457893955,0.133218775446704,0.6333513838966958,0.18738408964848247,0.1895673003329479
6905496.59702704,6367893.510054946,7481576.61549139,508525.1415194418,0.047976452812136215,0.13902467558308498,0.01228217767004777,0.32172563753604394,0.020956930322403318,0.014315057484845368,0.2241046590199638,0.3216674056170803,0.1583220838671515,0.5374036385939981,0.21490323356476193,0.22309411506256965
7057709.073930762,6544831.730605036,7608416.6000493765,504249.86907097494,0.060209105398948956,0.16691932988254404,0.020293646480257117,0.25934218253708347,0.019736502126566045,0.031122996369667345,0.22837357290432514,0.35687571075113217,0.17100433341393131,0.4723384788960214,0.20317204358904883,0.26359303114808114
7136426.702462577,6656911.752386626,7648232.384403114,469225.50365035504,0.06824509182438379,0.23735349229329616,0.018595303384682346,0.21547783561156222,0.028134818682521254,0.04954632281496184,0.21952979453809174,0.43952381803231105,0.14192921837178582,0.42348849814646927,0.147706596506615,0.2174066731968431
7467270.051912804,6845871.733681764,8087220.725162409,607072.7252876805,0.08028554204509404,0.20981927266266964,0.0072848864618011286,0.08738671957074731,0.01461843943256112,0.08178946009335455,0.30794041128352456,0.4493784994495126,0.2358953200006683,0.3364151835555289,0.19663954435109135,0.33651959356548083
7541201.344226731,6825098.227993591,8283721.810979709,771388.1080438169,0.053295890036647274,0.17887490910889267,0.011330524935362758,0.034380472883249184,0.02944422174994231,0.10474538190613562,0.2989830377291573,0.48055447221300385,0.29766347505227986,0.3165030437365249,0.2541201586552271,0.36208492927625857
7554915.875634366,6856978.172207028,8312408.121537592,811057.8661193587,0.04308580481095798,0.1851763195282958,0.009560356066118127,0.03209951892282311,0.022760065347835753,0.12110021725122395,0.23647884363073365,0.44867878220351504,0.29808510636305524,0.3108019913051335,0.24163269997962994,0.3983582099820978
7702911.432945287,6986218.255902313,8468691.632199615,859077.5341664901,0.04441629788203218,0.17769450371582257,0.007824754887806647,0.01864583559520403,0.008802170692705547,0.10785984058257939,0.26674607076141177,0.4618108796661743,0.3026960803478299,0.32847973833723315,0.24497536396845707,0.4061866652244438
7965467.338740602,7223239.466808304,8696466.77527143,857193.2423190301,0.05129350095612896,0.18409387638113814,0.0075716122005533406,0.009770896852645103,0.004931167024508862,0.08668593741319715,0.29347476591835253,0.48028644908152596,0.34507996967784044,0.3191556602402353,0.2443626542869225,0.4110381825639335
8208723.075062379,7500129.062657855,8918447.928820483,746210.0371436237,0.07888260259225793,0.2283805163404935,0.007151065798874261,0.004783807811202995,0.007456468477434111,0.10630463877121693,0.3098195171182324,0.43647118356334996,0.32305992976287023,0.30183724775241555,0.20686057294529941,0.3740153023154536
8590749.248805072,7987388.534681469,9275740.53852854,711541.6440902154,0.05810194138968648,0.1679300073719941,0.01438445223116688,0.006991278445971252,0.005270753131488941,0.12325658028724175,0.27989121702433345,0.36485269882416954,0.3495571320075034,0.31644458185564933,0.24994897879700928,0.4000947558394084
9117876.631506823,8598464.098501958,9709254.14215751,608285.2518493077,0.054652913587107776,0.1497171392103594,0.01736871147209096,0.03640265304406777,0.004704026922608547,0.16659724236142617,0.24824408811281135,0.32974434950119347,0.3122085138416727,0.3179594247100633,0.24052306627003928,0.4110405257700979
9587802.742526153,9104296.817596667,10125026.100947767,527929.5929580543,0.05810741087402879,0.09431279520880943,0.019157872918705944,0.11700785303109487,0.0037261686746866344,0.1495622321308466,0.24217516912702344,0.28609885654787354,0.2928898518835634,0.38073505849713013,0.23576823230384258,0.4087958424244999
10276840.84597434,9743716.96750436,10845117.456073418,559594.7878254431,0.057760788063010465,0.03755675241494726,0.012331808059824109,0.2120023306182229,0.0059493735105199804,0.07461785886470045,0.3065437898500129,0.29163808737112745,0.2964761717369064,0.48795367601563727,0.22999181244748282,0.38138835816051914
10909164.49477988,10332014.16331581,11515083.788215756,588049.9833903384,0.037077995622306,0.014949727602288822,0.012215602368933137,0.2754863119635924,0.010148978358667762,0.04532059089244892,0.3224780828563439,0.29392584001836913,0.30736272201351106,0.5253046739969611,0.24289673335687847,0.3509957595249021
11585660.259692097,10932047.037028521,12253904.43382752,635584.1162190832,0.016948030688756194,0.004770603458725694,0.016132523571857654,0.3498152262208226,0.013778395554276734,0.02573903364501485,0.31381967139218314,0.2752690486389137,0.3067883315226371,0.5837733001097577,0.23950971266913512,0.3094232606588437
12367390.283581236,11639568.393067034,13102290.259227086,706253.7566296412,0.009767063191760003,0.0028943278967741085,0.01751420407134696,0.36570704678010196,0.01734021182189357,0.030511357358643625,0.3028982833273448,0.26805836996360294,0.29118507902393514,0.616306044098064,0.23396532197679745,0.28737685637407095
13075841.234969703,12253589.761719953,13927942.851709496,816092.9286359318,0.007085219693101901,0.006281679691810916,0.014016430417003727,0.34754802351882896,0.020851190925039814,0.03193124143377251,0.3190954654886778,0.2772760446393049,0.27426681786704743,0.619053231033777,0.25206501825288824,0.29137577990875635
13781472.229810027,12907041.795189105,14721838.95509021,860383.759703084,0.0048175009391502955,0.011945022131299582,0.015909046084356435,0.40939905980566127,0.019262508633030466,0.020593453785526485,0.2688959069604395,0.2488673172775206,0.26066164070187364,0.6773956633748293,0.22725593454648657,0.2397953607586047
14576733.846820341,13631994.036286429,15632075.778211683,934652.447373576,0.0051344144792212516,0.017455553088429623,0.015058988597346053,0.45208278408140345,0.015118760885592828,0.015920109650477632,0.23053158131031773,0.23659757849284535,0.20855237208538321,0.7387734780992827,0.1959310946695402,0.20357704731084816
15295151.60748967,14226282.693298414,16485675.937574223,1036757.7371721977,0.007296767765176428,0.025463690542997942,0.01685590285835928,0.4731109324074675,0.01087522421211849,0.014019244169209053,0.20726220565923859,0.2325213838104572,0.18420138302070824,0.7592951080695982,0.17879514688833273,0.19334323767859718
16126147.967147114,14920358.866121083,17471551.5594607,1142466.2667211369,0.00814284514781691,0.03208421890191703,0.018888666559468515,0.47882453471215364,0.00863439125843324,0.013196058199076694,0.19439570229302144,0.22977356184056777,0.17977917068389596,0.759313000541273,0.15613748490088494,0.1985895785531668
16762133.370994614,15406385.234827816,18318547.80558321,1292705.4212027176,0.009269842583687668,0.037308669673000915,0.01739562476859261,0.48565693815174843,0.007408961687502178,0.019013447181605653,0.18922583799855486,0.2143562492768743,0.1762871443419723,0.7436537363496186,0.15978209891277698,0.2066172538197554
17432249.286913116,15912114.288317785,19188210.136744678,1434465.96161654,0.008908734648369146,0.043443769405934494,0.016834651921064734,0.5011715342740148,0.007243419016768083,0.023654864853991462,0.179566220529948,0.20332459676162468,0.17378629296207776,0.7336193205645275,0.15865103922473422,0.20139282612782713
17432249.286913116,15912114.288317785,19188210.136744678,1434465.96161654,0.008908734648369146,0.043443769405934494,0.016834651921064734,0.5011715342740148,0.007243419016768083,0.023654864853991462,0.179566220529948,0.20332459676162468,0.17378629296207776,0.7336193205645275,0.15865103922473422,0.20139282612782713
16692849.830390135,15054813.158409655,18583438.936425805,1567002.3878993597,0.009251251666448522,0.04185642413029041,0.014624338355914568,0.49725324582992086,0.009868715716702881,0.020651110185528693,0.18857345535553166,0.21023697833589783,0.17418230593137218,0.7298708921237989,0.17033857629311278,0.1972644336460328
16201891.012672633,14462613.703590065,18150872.58322209,1602971.25153096,0.00863129762659882,0.05350010082464084,0.012634879276285298,0.5338974514939719,0.01194448670205754,0.02945844821633632,0.15815075491290137,0.19928825405252082,0.13581455875947543,0.7336216848371631,0.1615899753685181,0.18284171979052374
15771409.473546172,13856156.248071939,17838998.54449454,1734552.5604174347,0.007946921930626375,0.051960885885591064,0.008985489934004194,0.5395494730420555,0.01459639626992148,0.029943128596426286,0.15906240231747273,0.20313408896418603,0.12371652242852398,0.7333777195250779,0.1648273544020345,0.18847679451888916
15419123.537434358,13401096.67082265,17522887.237865478,1791662.755243947,0.008175591191481658,0.053209398492078695,0.0071850797520625325,0.5456696617233938,0.01605698586682512,0.04006033711028742,0.14516227675878765,0.20335775237509576,0.10555974570586275,0.7332803841665441,0.15935130871583383,0.1841896359878923
15249922.383987708,13068468.36727947,17425929.70729816,1890630.6539791895,0.005912460663866486,0.05357122456007876,0.00531145651921831,0.5368554569578271,0.015394988649202726,0.04865121107200096,0.14347526287092296,0.20732046426564538,0.10043896198149475,0.7282323937617272,0.16380581764246385,0.1859348310073967
15037511.85473387,12722164.108997896,17323925.385277174,2000909.4394838102,0.003052006722972079,0.05120667420130714,0.004538755342841173,0.5183119709077995,0.01381221368862068,0.06072366103072947,0.13830421964219322,0.21999811165734656,0.09948156301297455,0.7173244912236039,0.16652561853130413,0.1965245994536337
14799877.447814325,12406423.008260027,17136800.836673677,2099141.145712142,0.0016800063123860497,0.04320514918430781,0.004669938632073109,0.4866824926032691,0.011813181832645753,0.07083549096562458,0.14674594623768594,0.23255322793914207,0.1046249022410165,0.703719260764631,0.1731460265723827,0.21671364733166926
14567787.525872067,12067724.170512777,16986170.127980664,2185640.2603506907,0.0012383026435064874,0.03534721165536605,0.005325049897603422,0.47715434649502064,0.011837355805291733,0.077519321335831,0.1433438446093081,0.2363384658929053,0.10415040237632008,0.6994454090628207,0.17325111800195536,0.2298759367525774
14476371.198841944,11844492.071774837,17028409.01399492,2289973.8380653006,0.0010615911983709095,0.03037502880244361,0.006041157241921041,0.468169243579366,0.011065956926629553,0.08940607613194967,0.14112766753091616,0.23661359215785155,0.10525647820343323,0.6917831465839187,0.17044288899648827,0.2455888244922053
14263329.365026865,11555756.30985197,16890588.231304333,2341987.8385554603,0.0007893505253493943,0.02556352768522873,0.007748387763698,0.46284936624781264,0.010104119108336876,0.09463806342479834,0.13712251930949182,0.2364356293345466,0.11101819580823313,0.6867659658868778,0.170922977188114,0.25391029645788593
